IEEE1 Amplidyne;Bus 7;Bus 5;Bus 7;Bus 5
0,102000;3,718485;-3,988535;1,025770;0,995639
0,103000;3,718485;-3,988535;1,025770;0,995639
0,104000;3,718485;-3,988535;1,025770;0,995639
0,105000;3,718485;-3,988535;1,025770;0,995639
0,106000;3,718485;-3,988535;1,025770;0,995639
0,107000;3,718485;-3,988535;1,025770;0,995639
0,108000;3,718485;-3,988535;1,025770;0,995639
0,109000;3,718485;-3,988535;1,025770;0,995639
0,110000;3,718485;-3,988535;1,025770;0,995639
0,111000;3,718485;-3,988535;1,025770;0,995639
0,112000;3,718485;-3,988535;1,025770;0,995639
0,113000;3,718485;-3,988535;1,025770;0,995639
0,114000;3,718485;-3,988535;1,025770;0,995639
0,115000;3,718485;-3,988535;1,025770;0,995639
0,116000;3,718485;-3,988535;1,025770;0,995639
0,117000;3,718485;-3,988535;1,025770;0,995639
0,118000;3,718485;-3,988535;1,025770;0,995639
0,119000;3,718485;-3,988535;1,025770;0,995639
0,120000;3,718485;-3,988535;1,025770;0,995639
0,121000;3,718485;-3,988535;1,025770;0,995639
0,122000;3,718485;-3,988535;1,025770;0,995639
0,123000;3,718485;-3,988535;1,025770;0,995639
0,124000;3,718485;-3,988535;1,025770;0,995639
0,125000;3,718485;-3,988535;1,025770;0,995639
0,126000;3,718485;-3,988535;1,025770;0,995639
0,127000;3,718485;-3,988535;1,025770;0,995639
0,128000;3,718485;-3,988535;1,025770;0,995639
0,129000;3,718485;-3,988535;1,025770;0,995639
0,130000;3,718485;-3,988535;1,025770;0,995639
0,131000;3,718485;-3,988535;1,025770;0,995639
0,132000;3,718485;-3,988535;1,025770;0,995639
0,133000;3,718485;-3,988535;1,025770;0,995639
0,134000;3,718485;-3,988535;1,025770;0,995639
0,135000;3,718485;-3,988535;1,025770;0,995639
0,136000;3,718485;-3,988535;1,025770;0,995639
0,137000;3,718485;-3,988535;1,025770;0,995639
0,138000;3,718485;-3,988535;1,025770;0,995639
0,139000;3,718485;-3,988535;1,025770;0,995639
0,140000;3,718485;-3,988535;1,025770;0,995639
0,141000;3,718485;-3,988535;1,025770;0,995639
0,142000;3,718485;-3,988535;1,025770;0,995639
0,143000;3,718485;-3,988535;1,025770;0,995639
0,144000;3,718485;-3,988535;1,025770;0,995639
0,145000;3,718485;-3,988535;1,025770;0,995639
0,146000;3,718485;-3,988535;1,025770;0,995639
0,147000;3,718485;-3,988535;1,025770;0,995639
0,148000;3,718485;-3,988535;1,025770;0,995639
0,149000;3,718485;-3,988535;1,025770;0,995639
0,150000;3,718485;-3,988535;1,025770;0,995639
0,151000;3,718485;-3,988535;1,025770;0,995639
0,152000;3,718485;-3,988535;1,025770;0,995639
0,153000;3,718485;-3,988535;1,025770;0,995639
0,154000;3,718485;-3,988535;1,025770;0,995639
0,155000;3,718485;-3,988535;1,025770;0,995639
0,156000;3,718485;-3,988535;1,025770;0,995639
0,157000;3,718485;-3,988535;1,025770;0,995639
0,158000;3,718485;-3,988535;1,025770;0,995639
0,159000;3,718485;-3,988535;1,025770;0,995639
0,160000;3,718485;-3,988535;1,025770;0,995639
0,161000;3,718485;-3,988535;1,025770;0,995639
0,162000;3,718485;-3,988535;1,025770;0,995639
0,163000;3,718485;-3,988535;1,025770;0,995639
0,164000;3,718485;-3,988535;1,025770;0,995639
0,165000;3,718485;-3,988535;1,025770;0,995639
0,166000;3,718485;-3,988535;1,025770;0,995639
0,167000;3,718485;-3,988535;1,025770;0,995639
0,168000;3,718485;-3,988535;1,025770;0,995639
0,169000;3,718485;-3,988535;1,025770;0,995639
0,170000;3,718485;-3,988535;1,025770;0,995639
0,171000;3,718485;-3,988535;1,025770;0,995639
0,172000;3,718485;-3,988535;1,025770;0,995639
0,173000;3,718485;-3,988535;1,025770;0,995639
0,174000;3,718485;-3,988535;1,025770;0,995639
0,175000;3,718485;-3,988535;1,025770;0,995639
0,176000;3,718485;-3,988535;1,025770;0,995639
0,177000;3,718485;-3,988535;1,025770;0,995639
0,178000;3,718485;-3,988535;1,025770;0,995639
0,179000;3,718485;-3,988535;1,025770;0,995639
0,180000;3,718485;-3,988535;1,025770;0,995639
0,181000;3,718485;-3,988535;1,025770;0,995639
0,182000;3,718485;-3,988535;1,025770;0,995639
0,183000;3,718485;-3,988535;1,025770;0,995639
0,184000;3,718485;-3,988535;1,025770;0,995639
0,185000;3,718485;-3,988535;1,025770;0,995639
0,186000;3,718485;-3,988535;1,025770;0,995639
0,187000;3,718485;-3,988535;1,025770;0,995639
0,188000;3,718485;-3,988535;1,025770;0,995639
0,189000;3,718485;-3,988535;1,025770;0,995639
0,190000;3,718485;-3,988535;1,025770;0,995639
0,191000;3,718485;-3,988535;1,025770;0,995639
0,192000;3,718485;-3,988535;1,025770;0,995639
0,193000;3,718485;-3,988534;1,025770;0,995639
0,194000;3,718485;-3,988534;1,025770;0,995639
0,195000;3,718485;-3,988534;1,025770;0,995639
0,196000;3,718485;-3,988534;1,025770;0,995639
0,197000;3,718485;-3,988534;1,025770;0,995639
0,198000;3,718485;-3,988534;1,025770;0,995639
0,199000;3,718485;-3,988534;1,025770;0,995639
0,200000;3,718485;-3,988534;1,025770;0,995639
0,201000;3,718485;-3,988534;1,025770;0,995639
0,202000;3,718485;-3,988534;1,025770;0,995639
0,203000;3,718485;-3,988534;1,025770;0,995639
0,204000;3,718485;-3,988534;1,025770;0,995639
0,205000;3,718485;-3,988534;1,025770;0,995639
0,206000;3,718485;-3,988534;1,025770;0,995639
0,207000;3,718485;-3,988534;1,025770;0,995639
0,208000;3,718485;-3,988534;1,025770;0,995639
0,209000;3,718485;-3,988534;1,025770;0,995639
0,210000;3,718485;-3,988534;1,025770;0,995639
0,211000;3,718485;-3,988534;1,025770;0,995639
0,212000;3,718485;-3,988534;1,025770;0,995639
0,213000;3,718485;-3,988534;1,025770;0,995639
0,214000;3,718485;-3,988534;1,025770;0,995639
0,215000;3,718485;-3,988534;1,025770;0,995639
0,216000;3,718485;-3,988534;1,025770;0,995639
0,217000;3,718485;-3,988534;1,025770;0,995639
0,218000;3,718485;-3,988534;1,025770;0,995639
0,219000;3,718485;-3,988534;1,025770;0,995639
0,220000;3,718485;-3,988534;1,025770;0,995639
0,221000;3,718485;-3,988534;1,025770;0,995639
0,222000;3,718485;-3,988534;1,025770;0,995639
0,223000;3,718485;-3,988534;1,025770;0,995639
0,224000;3,718485;-3,988534;1,025770;0,995639
0,225000;3,718485;-3,988534;1,025770;0,995639
0,226000;3,718485;-3,988534;1,025770;0,995639
0,227000;3,718485;-3,988534;1,025770;0,995639
0,228000;3,718485;-3,988534;1,025770;0,995639
0,229000;3,718486;-3,988534;1,025770;0,995639
0,230000;3,718486;-3,988534;1,025770;0,995639
0,231000;3,718486;-3,988534;1,025770;0,995639
0,232000;3,718486;-3,988534;1,025770;0,995639
0,233000;3,718486;-3,988534;1,025770;0,995639
0,234000;3,718486;-3,988534;1,025770;0,995639
0,235000;3,718486;-3,988534;1,025770;0,995639
0,236000;3,718486;-3,988534;1,025770;0,995639
0,237000;3,718486;-3,988534;1,025770;0,995639
0,238000;3,718486;-3,988534;1,025770;0,995639
0,239000;3,718486;-3,988534;1,025770;0,995639
0,240000;3,718486;-3,988534;1,025770;0,995639
0,241000;3,718486;-3,988534;1,025770;0,995639
0,242000;3,718486;-3,988534;1,025770;0,995639
0,243000;3,718486;-3,988534;1,025770;0,995639
0,244000;3,718486;-3,988534;1,025770;0,995639
0,245000;3,718486;-3,988534;1,025770;0,995639
0,246000;3,718486;-3,988534;1,025770;0,995639
0,247000;3,718486;-3,988534;1,025770;0,995639
0,248000;3,718486;-3,988534;1,025770;0,995639
0,249000;3,718486;-3,988534;1,025770;0,995639
0,250000;3,718486;-3,988534;1,025770;0,995639
0,251000;3,718486;-3,988534;1,025770;0,995639
0,252000;3,718486;-3,988534;1,025770;0,995639
0,253000;3,718486;-3,988534;1,025770;0,995639
0,254000;3,718486;-3,988534;1,025770;0,995639
0,255000;3,718486;-3,988534;1,025770;0,995639
0,256000;3,718486;-3,988534;1,025770;0,995639
0,257000;3,718486;-3,988534;1,025770;0,995639
0,258000;3,718486;-3,988534;1,025770;0,995639
0,259000;3,718486;-3,988534;1,025770;0,995639
0,260000;3,718486;-3,988534;1,025770;0,995639
0,261000;3,718486;-3,988534;1,025770;0,995639
0,262000;3,718486;-3,988534;1,025770;0,995639
0,263000;3,718486;-3,988534;1,025770;0,995639
0,264000;3,718486;-3,988534;1,025770;0,995639
0,265000;3,718486;-3,988534;1,025770;0,995639
0,266000;3,718486;-3,988534;1,025770;0,995639
0,267000;3,718486;-3,988534;1,025770;0,995639
0,268000;3,718486;-3,988534;1,025770;0,995639
0,269000;3,718486;-3,988534;1,025770;0,995639
0,270000;3,718486;-3,988534;1,025770;0,995639
0,271000;3,718486;-3,988534;1,025770;0,995639
0,272000;3,718486;-3,988534;1,025770;0,995639
0,273000;3,718486;-3,988534;1,025770;0,995639
0,274000;3,718486;-3,988534;1,025770;0,995639
0,275000;3,718486;-3,988534;1,025770;0,995639
0,276000;3,718486;-3,988534;1,025770;0,995639
0,277000;3,718486;-3,988534;1,025770;0,995639
0,278000;3,718486;-3,988534;1,025770;0,995639
0,279000;3,718486;-3,988534;1,025770;0,995639
0,280000;3,718486;-3,988534;1,025770;0,995639
0,281000;3,718486;-3,988534;1,025770;0,995639
0,282000;3,718486;-3,988534;1,025770;0,995639
0,283000;3,718486;-3,988534;1,025770;0,995639
0,284000;3,718486;-3,988534;1,025770;0,995639
0,285000;3,718486;-3,988534;1,025770;0,995639
0,286000;3,718486;-3,988534;1,025770;0,995639
0,287000;3,718486;-3,988534;1,025770;0,995639
0,288000;3,718486;-3,988534;1,025770;0,995639
0,289000;3,718486;-3,988534;1,025770;0,995639
0,290000;3,718486;-3,988534;1,025770;0,995639
0,291000;3,718486;-3,988534;1,025770;0,995639
0,292000;3,718486;-3,988534;1,025770;0,995639
0,293000;3,718486;-3,988534;1,025770;0,995639
0,294000;3,718486;-3,988534;1,025770;0,995639
0,295000;3,718486;-3,988534;1,025770;0,995639
0,296000;3,718486;-3,988534;1,025770;0,995639
0,297000;3,718486;-3,988534;1,025770;0,995639
0,298000;3,718486;-3,988534;1,025770;0,995639
0,299000;3,718486;-3,988534;1,025770;0,995639
0,300000;3,718486;-3,988534;1,025770;0,995639
0,301000;3,718486;-3,988534;1,025770;0,995639
0,302000;3,718486;-3,988534;1,025770;0,995639
0,303000;3,718486;-3,988534;1,025770;0,995639
0,304000;3,718486;-3,988534;1,025770;0,995639
0,305000;3,718486;-3,988534;1,025770;0,995639
0,306000;3,718486;-3,988534;1,025770;0,995639
0,307000;3,718486;-3,988534;1,025770;0,995639
0,308000;3,718486;-3,988534;1,025770;0,995639
0,309000;3,718486;-3,988534;1,025770;0,995639
0,310000;3,718486;-3,988534;1,025770;0,995639
0,311000;3,718486;-3,988534;1,025770;0,995639
0,312000;3,718486;-3,988534;1,025770;0,995639
0,313000;3,718486;-3,988534;1,025770;0,995639
0,314000;3,718486;-3,988534;1,025770;0,995639
0,315000;3,718486;-3,988534;1,025770;0,995639
0,316000;3,718486;-3,988534;1,025770;0,995639
0,317000;3,718486;-3,988534;1,025770;0,995639
0,318000;3,718486;-3,988534;1,025770;0,995639
0,319000;3,718486;-3,988534;1,025770;0,995639
0,320000;3,718486;-3,988534;1,025770;0,995639
0,321000;3,718486;-3,988534;1,025770;0,995639
0,322000;3,718486;-3,988534;1,025770;0,995639
0,323000;3,718486;-3,988534;1,025770;0,995639
0,324000;3,718486;-3,988534;1,025770;0,995639
0,325000;3,718486;-3,988534;1,025770;0,995639
0,326000;3,718486;-3,988534;1,025770;0,995639
0,327000;3,718486;-3,988534;1,025770;0,995639
0,328000;3,718486;-3,988534;1,025770;0,995639
0,329000;3,718486;-3,988534;1,025770;0,995639
0,330000;3,718486;-3,988534;1,025770;0,995639
0,331000;3,718486;-3,988534;1,025770;0,995639
0,332000;3,718486;-3,988534;1,025770;0,995639
0,333000;3,718486;-3,988534;1,025770;0,995639
0,334000;3,718486;-3,988534;1,025770;0,995639
0,335000;3,718486;-3,988534;1,025770;0,995639
0,336000;3,718486;-3,988534;1,025770;0,995639
0,337000;3,718486;-3,988534;1,025770;0,995639
0,338000;3,718486;-3,988534;1,025770;0,995639
0,339000;3,718486;-3,988534;1,025770;0,995639
0,340000;3,718486;-3,988534;1,025770;0,995639
0,341000;3,718486;-3,988534;1,025770;0,995639
0,342000;3,718486;-3,988534;1,025770;0,995639
0,343000;3,718486;-3,988534;1,025770;0,995639
0,344000;3,718486;-3,988534;1,025770;0,995639
0,345000;3,718486;-3,988534;1,025770;0,995639
0,346000;3,718486;-3,988534;1,025770;0,995639
0,347000;3,718486;-3,988534;1,025770;0,995639
0,348000;3,718486;-3,988534;1,025770;0,995639
0,349000;3,718486;-3,988534;1,025770;0,995639
0,350000;3,718486;-3,988534;1,025770;0,995639
0,351000;3,718486;-3,988534;1,025770;0,995639
0,352000;3,718486;-3,988534;1,025770;0,995639
0,353000;3,718486;-3,988534;1,025770;0,995639
0,354000;3,718486;-3,988534;1,025770;0,995639
0,355000;3,718486;-3,988534;1,025770;0,995639
0,356000;3,718486;-3,988534;1,025770;0,995639
0,357000;3,718486;-3,988534;1,025770;0,995639
0,358000;3,718486;-3,988534;1,025770;0,995639
0,359000;3,718486;-3,988534;1,025770;0,995639
0,360000;3,718486;-3,988534;1,025770;0,995639
0,361000;3,718486;-3,988534;1,025770;0,995639
0,362000;3,718486;-3,988534;1,025770;0,995639
0,363000;3,718486;-3,988534;1,025770;0,995639
0,364000;3,718486;-3,988534;1,025770;0,995639
0,365000;3,718486;-3,988534;1,025770;0,995639
0,366000;3,718486;-3,988534;1,025770;0,995639
0,367000;3,718486;-3,988534;1,025770;0,995639
0,368000;3,718486;-3,988534;1,025770;0,995639
0,369000;3,718486;-3,988534;1,025770;0,995639
0,370000;3,718486;-3,988534;1,025770;0,995639
0,371000;3,718486;-3,988534;1,025770;0,995639
0,372000;3,718485;-3,988534;1,025770;0,995639
0,373000;3,718485;-3,988534;1,025770;0,995639
0,374000;3,718485;-3,988534;1,025770;0,995639
0,375000;3,718485;-3,988534;1,025770;0,995639
0,376000;3,718485;-3,988534;1,025770;0,995639
0,377000;3,718485;-3,988534;1,025770;0,995639
0,378000;3,718485;-3,988534;1,025770;0,995639
0,379000;3,718485;-3,988534;1,025770;0,995639
0,380000;3,718485;-3,988534;1,025770;0,995639
0,381000;3,718485;-3,988534;1,025770;0,995639
0,382000;3,718485;-3,988534;1,025770;0,995639
0,383000;3,718485;-3,988534;1,025770;0,995639
0,384000;3,718485;-3,988534;1,025770;0,995639
0,385000;3,718485;-3,988534;1,025770;0,995639
0,386000;3,718485;-3,988534;1,025770;0,995639
0,387000;3,718485;-3,988534;1,025770;0,995639
0,388000;3,718485;-3,988534;1,025770;0,995639
0,389000;3,718485;-3,988534;1,025770;0,995639
0,390000;3,718485;-3,988534;1,025770;0,995639
0,391000;3,718485;-3,988534;1,025770;0,995639
0,392000;3,718485;-3,988534;1,025770;0,995639
0,393000;3,718485;-3,988534;1,025770;0,995639
0,394000;3,718485;-3,988534;1,025770;0,995639
0,395000;3,718485;-3,988534;1,025770;0,995639
0,396000;3,718485;-3,988534;1,025770;0,995639
0,397000;3,718485;-3,988534;1,025770;0,995639
0,398000;3,718485;-3,988534;1,025770;0,995639
0,399000;3,718485;-3,988534;1,025770;0,995639
0,400000;3,718485;-3,988534;1,025770;0,995639
0,401000;3,718485;-3,988534;1,025770;0,995639
0,402000;3,718485;-3,988534;1,025770;0,995639
0,403000;3,718485;-3,988534;1,025770;0,995639
0,404000;3,718485;-3,988534;1,025770;0,995639
0,405000;3,718485;-3,988534;1,025770;0,995639
0,406000;3,718485;-3,988534;1,025770;0,995639
0,407000;3,718485;-3,988534;1,025770;0,995639
0,408000;3,718485;-3,988534;1,025770;0,995639
0,409000;3,718485;-3,988534;1,025770;0,995639
0,410000;3,718485;-3,988534;1,025770;0,995639
0,411000;3,718485;-3,988534;1,025770;0,995639
0,412000;3,718485;-3,988534;1,025770;0,995639
0,413000;3,718485;-3,988534;1,025770;0,995639
0,414000;3,718485;-3,988534;1,025770;0,995639
0,415000;3,718485;-3,988534;1,025770;0,995639
0,416000;3,718485;-3,988534;1,025770;0,995639
0,417000;3,718485;-3,988534;1,025770;0,995639
0,418000;3,718485;-3,988534;1,025770;0,995639
0,419000;3,718485;-3,988534;1,025770;0,995639
0,420000;3,718485;-3,988534;1,025770;0,995639
0,421000;3,718485;-3,988534;1,025770;0,995639
0,422000;3,718485;-3,988534;1,025770;0,995639
0,423000;3,718485;-3,988534;1,025770;0,995639
0,424000;3,718485;-3,988534;1,025770;0,995639
0,425000;3,718485;-3,988534;1,025770;0,995639
0,426000;3,718485;-3,988534;1,025770;0,995639
0,427000;3,718485;-3,988534;1,025770;0,995639
0,428000;3,718485;-3,988534;1,025770;0,995639
0,429000;3,718485;-3,988534;1,025770;0,995639
0,430000;3,718485;-3,988534;1,025770;0,995639
0,431000;3,718485;-3,988534;1,025770;0,995639
0,432000;3,718485;-3,988534;1,025770;0,995639
0,433000;3,718485;-3,988534;1,025770;0,995639
0,434000;3,718485;-3,988534;1,025770;0,995639
0,435000;3,718485;-3,988535;1,025770;0,995639
0,436000;3,718485;-3,988535;1,025770;0,995639
0,437000;3,718485;-3,988535;1,025770;0,995639
0,438000;3,718485;-3,988535;1,025770;0,995639
0,439000;3,718485;-3,988535;1,025770;0,995639
0,440000;3,718485;-3,988535;1,025770;0,995639
0,441000;3,718485;-3,988535;1,025770;0,995639
0,442000;3,718485;-3,988535;1,025770;0,995639
0,443000;3,718485;-3,988535;1,025770;0,995639
0,444000;3,718485;-3,988535;1,025770;0,995639
0,445000;3,718485;-3,988535;1,025770;0,995639
0,446000;3,718485;-3,988535;1,025770;0,995639
0,447000;3,718485;-3,988535;1,025770;0,995639
0,448000;3,718485;-3,988535;1,025770;0,995639
0,449000;3,718485;-3,988535;1,025770;0,995639
0,450000;3,718485;-3,988535;1,025770;0,995639
0,451000;3,718485;-3,988535;1,025770;0,995639
0,452000;3,718485;-3,988535;1,025770;0,995639
0,453000;3,718485;-3,988535;1,025770;0,995639
0,454000;3,718485;-3,988535;1,025770;0,995639
0,455000;3,718485;-3,988535;1,025770;0,995639
0,456000;3,718485;-3,988535;1,025770;0,995639
0,457000;3,718485;-3,988535;1,025770;0,995639
0,458000;3,718485;-3,988535;1,025770;0,995639
0,459000;3,718485;-3,988535;1,025770;0,995639
0,460000;3,718485;-3,988535;1,025770;0,995639
0,461000;3,718485;-3,988535;1,025770;0,995639
0,462000;3,718485;-3,988535;1,025770;0,995639
0,463000;3,718485;-3,988535;1,025770;0,995639
0,464000;3,718485;-3,988535;1,025770;0,995639
0,465000;3,718485;-3,988535;1,025770;0,995639
0,466000;3,718485;-3,988535;1,025770;0,995639
0,467000;3,718485;-3,988535;1,025770;0,995639
0,468000;3,718485;-3,988535;1,025770;0,995639
0,469000;3,718485;-3,988535;1,025770;0,995639
0,470000;3,718485;-3,988535;1,025770;0,995639
0,471000;3,718485;-3,988535;1,025770;0,995639
0,472000;3,718485;-3,988535;1,025770;0,995639
0,473000;3,718485;-3,988535;1,025770;0,995639
0,474000;3,718485;-3,988535;1,025770;0,995639
0,475000;3,718485;-3,988535;1,025770;0,995639
0,476000;3,718485;-3,988535;1,025770;0,995639
0,477000;3,718485;-3,988535;1,025770;0,995639
0,478000;3,718485;-3,988535;1,025770;0,995639
0,479000;3,718485;-3,988535;1,025770;0,995639
0,480000;3,718485;-3,988535;1,025770;0,995639
0,481000;3,718485;-3,988535;1,025770;0,995639
0,482000;3,718485;-3,988535;1,025770;0,995639
0,483000;3,718485;-3,988535;1,025770;0,995639
0,484000;3,718485;-3,988535;1,025770;0,995639
0,485000;3,718485;-3,988535;1,025770;0,995639
0,486000;3,718485;-3,988535;1,025770;0,995639
0,487000;3,718485;-3,988535;1,025770;0,995639
0,488000;3,718485;-3,988535;1,025770;0,995639
0,489000;3,718485;-3,988535;1,025770;0,995639
0,490000;3,718485;-3,988535;1,025770;0,995639
0,491000;3,718485;-3,988535;1,025770;0,995639
0,492000;3,718485;-3,988535;1,025770;0,995639
0,493000;3,718485;-3,988535;1,025770;0,995639
0,494000;3,718485;-3,988535;1,025770;0,995639
0,495000;3,718485;-3,988535;1,025770;0,995639
0,496000;3,718485;-3,988535;1,025770;0,995639
0,497000;3,718485;-3,988535;1,025770;0,995639
0,498000;3,718485;-3,988535;1,025770;0,995639
0,499000;3,718485;-3,988535;1,025770;0,995639
0,500000;3,718485;-3,988535;1,025770;0,995639
0,501000;3,718485;-3,988535;1,025770;0,995639
0,502000;3,718485;-3,988535;1,025770;0,995639
0,503000;3,718485;-3,988535;1,025770;0,995639
0,504000;3,718485;-3,988535;1,025770;0,995639
0,505000;3,718485;-3,988535;1,025770;0,995639
0,506000;3,718485;-3,988535;1,025770;0,995639
0,507000;3,718485;-3,988535;1,025770;0,995639
0,508000;3,718485;-3,988535;1,025770;0,995639
0,509000;3,718485;-3,988535;1,025770;0,995639
0,510000;3,718485;-3,988535;1,025770;0,995639
0,511000;3,718485;-3,988535;1,025770;0,995639
0,512000;3,718485;-3,988535;1,025770;0,995639
0,513000;3,718485;-3,988535;1,025770;0,995639
0,514000;3,718485;-3,988535;1,025770;0,995639
0,515000;3,718485;-3,988535;1,025770;0,995639
0,516000;3,718485;-3,988535;1,025770;0,995639
0,517000;3,718485;-3,988535;1,025770;0,995639
0,518000;3,718485;-3,988535;1,025770;0,995639
0,519000;3,718485;-3,988535;1,025770;0,995639
0,520000;3,718485;-3,988535;1,025770;0,995639
0,521000;3,718485;-3,988535;1,025770;0,995639
0,522000;3,718485;-3,988535;1,025770;0,995639
0,523000;3,718485;-3,988535;1,025770;0,995639
0,524000;3,718485;-3,988535;1,025770;0,995639
0,525000;3,718485;-3,988535;1,025770;0,995639
0,526000;3,718485;-3,988535;1,025770;0,995639
0,527000;3,718485;-3,988535;1,025770;0,995639
0,528000;3,718485;-3,988535;1,025770;0,995639
0,529000;3,718485;-3,988535;1,025770;0,995639
0,530000;3,718485;-3,988535;1,025770;0,995639
0,531000;3,718485;-3,988535;1,025770;0,995639
0,532000;3,718485;-3,988535;1,025770;0,995639
